brand,model,OS,internal_memory,RAM,battery_mah,Screen,year,Price
XOLO,A600,Android,4,0.5,1900,4.5,2013,80
Huawei,M886 Mercury,Android,4,0.5,1900,4,2011,110
XOLO,Q520s,Android,4,0.5,1820,4,2015,
Prestigio,MultiPhone 4505 Duo,Android,4,0.5,1800,4.5,2013,120
Huawei,Y360,Android,4,0.5,1730,4,2015,90
Lenovo,Vibe A,Android,4,0.5,1700,4,2016,50
vivo,Y11,Android,4,0.5,1700,4,2014,
LG,Optimus L3 II Dual E435,Android,4,0.5,1540,3.2,2013,90
LG,Optimus L3 II E430,Android,4,0.5,1540,3.2,2013,90
Lenovo,A369i,Android,4,0.5,1500,4,2013,70
Prestigio,MultiPhone 4300 Duo,Android,4,0.5,1500,4.3,2013,110
Archos,40c Titanium,Android,4,0.5,1450,4,2014,
BLU,Dash L3,Android,4,0.5,1400,4,2017,
Yezz,Andy 4EI,Android,4,0.5,1400,4,2014,
Lava,Iris 405+,Android,4,0.5,1400,4,2013,70
Allview,E2 Living,Android,4,0.5,1350,4,2014,90
BLU,Advance 4.0 L3,Android,4,0.5,1300,4,2017,
HTC,Desire 210 dual sim,Android,4,0.5,1300,4,2014,100
Acer,Liquid Z110,Android,4,0.5,1300,3.5,2012,100
Huawei,U8687 Cronos,Android,4,0.5,,3.5,2013,50
Vodafone,Smart Mini,Android,4,0.5,,3.5,2013,50
ZTE,U880E,Android,4,0.5,,4,2012,
Motorola,ME632,Android,4,0.5,,3.1,2011,90
Plum,Gator,Android,4,0.5,3600,3.5,2014,
Philips,W8355,Android,4,0.5,3000,5.3,2013,
BLU,Studio 5.5C,Android,4,0.5,2820,5.5,2015,
Maxwest,Nitro Phablet 71,Android,4,0.5,2800,7,2015,
Plum,Coach Plus,Android,4,0.5,2600,6,2014,
Yezz,Andy 5.5EI,Android,4,0.5,2500,5.5,2014,
Lenovo,A630,Android,4,0.5,2500,4.5,2013,80
alcatel,One Touch Scribe Easy,Android,4,0.5,2500,5,2013,170
Archos,53 Titanium,Android,4,0.5,2500,5.3,2013,
Lenovo,P700i,Android,4,0.5,2500,4,2012,140
Energizer,Energy 400,Android,4,0.5,2400,4,2015,
Plum,Coach Plus II,Android,4,0.5,2400,6,2014,
Spice,Mi-500 Stellar Horizon,Android,4,0.5,2400,5,2012,180
Maxwest,Orbit 6200T,Android,4,0.5,2350,6,2014,
Maxwest,Orbit 6200,Android,4,0.5,2350,6,2013,
verykool,s5510 Juno,Android,4,0.5,2300,5.5,2014,
Lenovo,S880,Android,4,0.5,2250,5,2012,280
Gionee,Gpad G3,Android,4,0.5,2250,5.5,2013,110
Maxwest,Nitro 5.5,Android,4,0.5,2200,5.5,2015,
BLU,Studio 5.3 II,Android,4,0.5,2200,5.3,2013,160
LG,Optimus L4 II Tri E470,Android,4,0.5,2150,3.8,2013,
Icemobile,Prime Plus,Android,4,0.5,2150,5,2012,
Maxwest,Astro X5,Android,4,0.5,2100,5,2015,
HTC,Desire 320,Android,4,0.5,2100,4.5,2015,80
Micromax,A089 Bolt,Android,4,0.5,2100,4,2014,60
Huawei,Ascend Y600,Android,4,0.5,2100,5,2014,100
BLU,Studio 5.0 E,Android,4,0.5,2100,5,2014,70
Micromax,A111 Canvas Doodle,Android,4,0.5,2100,5.3,2013,190
Micromax,A101,Android,4,0.5,2100,5,2012,140
Gionee,Gpad G1,Android,4,0.5,2100,5,2013,100
Archos,50 Titanium,Android,4,0.5,2100,5,2013,
BLU,Studio X8 HD,Android,4,0.5,2000,5,2016,
Lava,A67,Android,4,0.5,2000,5,2016,
Lava,A88,Android,4,0.5,2000,5,2016,
Yezz,Andy 5EI3,Android,4,0.5,2000,5,2015,
Micromax,Bolt Q331,Android,4,0.5,2000,5,2015,
Micromax,Bolt Q332,Android,4,0.5,2000,5,2015,
Yezz,Andy 5E2I,Android,4,0.5,2000,5,2015,
Maxwest,Nitro 5,Android,4,0.5,2000,5,2015,
Gigabyte,GSmart Roma RX,Android,4,0.5,2000,5,2015,
NIU,Tek 5D,Android,4,0.5,2000,5,2015,
BLU,Studio G,Android,4,0.5,2000,5,2015,80
Micromax,A65 Bolt,Android,4,0.5,2000,4,2014,70
alcatel,Pop 2 (4),Android,4,0.5,2000,4,2014,
Prestigio,MultiPhone 5501 Duo,Android,4,0.5,2000,5,2014,150
Prestigio,MultiPhone 5500 Duo,Android,4,0.5,2000,5,2014,160
BLU,Sport 4.5,Android,4,0.5,2000,4.5,2014,
Maxwest,Astro 5,Android,4,0.5,2000,5,2014,
Plum,Might Plus,Android,4,0.5,2000,5,2014,
Prestigio,MultiPhone 8400 Duo,Windows Phone,4,0.5,2000,4,2014,90
HTC,Desire 310,Android,4,0.5,2000,4.5,2014,150
BLU,Studio C Mini,Android,4,0.5,2000,4.7,2014,
HTC,Desire 310 dual sim,Android,4,0.5,2000,4.5,2014,140
Philips,T939,Android,4,0.5,2000,3.2,2013,
Micromax,A76,Android,4,0.5,2000,5,2013,100
Lava,Iris 503e,Android,4,0.5,2000,5,2013,90
Lava,Iris 503,Android,4,0.5,2000,5,2013,90
Philips,W3568,Android,4,0.5,2000,4,2013,
Maxwest,Orbit X50,Android,4,0.5,2000,5,2013,
Yezz,Andy A5,Android,4,0.5,2000,5,2013,190
Micromax,A92,Android,4,0.5,2000,5,2013,110
BLU,Dash 4.5,Android,4,0.5,2000,4.5,2013,100
XOLO,Q600,Android,4,0.5,2000,4.5,2013,120
ZTE,Blade G2,Android,4,0.5,2000,4.5,2013,100
Lenovo,S720,Android,4,0.5,2000,4.5,2013,230
Lenovo,A800,Android,4,0.5,2000,4.5,2013,120
BLU,Studio 5.0 II,Android,4,0.5,2000,5,2013,90
BLU,Dash 5.0,Android,4,0.5,2000,5,2013,100
Maxwest,Orbit 5400T,Android,4,0.5,2000,5,2013,
BLU,Studio 5.0,Android,4,0.5,2000,5,2013,100
Maxwest,Orbit 5400,Android,4,0.5,2000,5,2013,
Micromax,A115 Canvas 3D,Android,4,0.5,2000,5,2013,150
ZTE,Blade G V880G,Android,4,0.5,2000,4.5,2013,280
Micromax,A110 Canvas 2,Android,4,0.5,2000,5,2012,160
ZTE,V887,Android,4,0.5,2000,5,2012,
Lenovo,A789,Android,4,0.5,2000,4,2012,150
Micromax,A100,Android,4,0.5,2000,5,2012,160
T-Mobile,Move Balance,Android,4,0.5,2000,3.7,2011,100
Celkon,A115,Android,4,0.5,2000,5,2014,
Prestigio,MultiPhone 3540 Duo,Android,4,0.5,2000,3.5,2013,80
Lenovo,S560,Android,4,0.5,2000,4,2012,180
BLU,Win JR,Windows Phone,4,0.5,1950,4,2014,
Huawei,Ascend W1,Windows Phone,4,0.5,1950,4,2013,160
Huawei,U8860 Honor,Android,4,0.5,1930,4,2011,130
alcatel,Pop C7,Android,4,0.5,1900,5,2013,130
Archos,50b Platinum,Android,4,0.5,1900,5,2014,
Samsung,Galaxy J1 Ace,Android,4,0.5,1900,4.3,2015,140
LG,Joy,Android,4,0.5,1900,4,2015,90
Plum,Sync 5.0,Android,4,0.5,1900,5,2014,
Micromax,A105 Canvas Entice,Android,4,0.5,1900,5,2014,90
LG,L50,Android,4,0.5,1900,4,2014,100
Oppo,Neo,Android,4,0.5,1900,4.5,2014,160
ZTE,Nova 4 V8000,Android,4,0.5,1900,4,2012,
vivo,Y15,Android,4,0.5,1900,4.5,2013,110
Vodafone,Smart 4,Android,4,0.5,1880,4.5,2014,90
Motorola,MOTO MT870,Android,4,0.5,1880,4,2011,180
Motorola,Admiral XT603,Android,4,0.5,1860,3.1,2011,160
Samsung,Galaxy J1,Android,4,0.5,1850,4.3,2015,110
ZTE,Blade G Lux,Android,4,0.5,1850,4.5,2015,100
ZTE,Kis 3 Max,Android,4,0.5,1850,4.5,2014,120
Micromax,A67 Bolt,Android,4,0.5,1850,4.5,2013,60
alcatel,Pixi 3 (5),Android,4,0.5,1800,5,2015,80
BLU,Dash 4.5 (2016),Android,4,0.5,1800,4.5,2016,
Micromax,Bolt D321,Android,4,0.5,1800,5,2015,
Micromax,Bolt A82,Android,4,0.5,1800,5,2015,80
Samsung,Galaxy Star 2 Plus,Android,4,0.5,1800,4.3,2014,90
Micromax,A94 Canvas MAd,Android,4,0.5,1800,4.5,2014,100
Yezz,Andy AZ4.5,Android,4,0.5,1800,4.5,2014,
alcatel,Pop D5,Android,4,0.5,1800,4.5,2014,100
BLU,Studio 5.0 C,Android,4,0.5,1800,5,2014,80
BLU,Studio 5.0 CE,Android,4,0.5,1800,5,2014,
Wiko,Lenny,Android,4,0.5,1800,5,2014,100
BLU,Neo 4.5,Android,4,0.5,1800,4.5,2014,70
Lava,Iris 450 Colour,Android,4,0.5,1800,4.5,2014,100
alcatel,Pop C5,Android,4,0.5,1800,4.5,2013,100
alcatel,One Touch X'Pop,Android,4,0.5,1800,4.5,2013,150
Allview,H2 Qubo,Android,4,0.5,1800,4.5,2013,120
Allview,P5 AllDro,Android,4,0.5,1800,4.3,2012,
Samsung,I405 Stratosphere,Android,4,0.5,1800,4,2011,120
Gionee,Ctrl V3,Android,4,0.5,1800,4.3,2013,100
Gionee,Ctrl V4,Android,4,0.5,1800,4.5,2013,110
Micromax,A88,Android,4,0.5,1800,4.5,2013,110
Karbonn,A21,Android,4,0.5,1800,4.5,2012,130
ZTE,Anthem 4G,Android,4,0.5,1780,4.3,2012,
BLU,Tank 4.5,Android,4,0.5,1760,4.5,2013,200
Lava,A59,Android,4,0.5,1750,4.5,2016,
Lava,Iris X1 mini,Android,4,0.5,1750,4,2015,
Lava,Iris 465,Android,4,0.5,1750,4.5,2015,
verykool,s450,Android,4,0.5,1750,4.5,2014,
Micromax,A093 Canvas Fire,Android,4,0.5,1750,4,2014,90
Sony,Xperia E1 dual,Android,4,0.5,1750,4,2014,120
Huawei,Ascend Y530,Android,4,0.5,1750,4.5,2014,100
Huawei,Ascend Y520,Android,4,0.5,1750,4.5,2014,80
T-Mobile,Prism II,Android,4,0.5,1750,3.5,2013,90
Samsung,Galaxy Prevail 2,Android,4,0.5,1750,4,2013,140
Sony,Xperia J,Android,4,0.5,1750,4,2012,140
Huawei,Ascend Y511,Android,4,0.5,1730,4.5,2013,110
Huawei,Ascend Y300,Android,4,0.5,1730,4,2013,90
Huawei,Ascend G350,Android,4,0.5,1730,4,2013,170
ZTE,Avid 4G,Android,4,0.5,1730,4,2012,110
LG,L40 Dual D170,Android,4,0.5,1700,3.5,2014,90
Archos,40 Cesium,Windows Phone,4,0.5,1700,4,2014,80
Archos,45c Platinum,Android,4,0.5,1700,4.5,2014,
BLU,Neo X Mini,Android,4,0.5,1700,4.5,2016,
Maxwest,Astro 4.5,Android,4,0.5,1700,4.5,2015,
Oppo,R1001 Joy,Android,4,0.5,1700,4,2014,100
Allview,A5 Quad,Android,4,0.5,1700,4.3,2014,130
Sony,Xperia E1,Android,4,0.5,1700,4,2014,140
Lava,Iris 400Q,Android,4,0.5,1700,4,2014,
LG,L60 Dual,Android,4,0.5,1700,4.3,2014,90
Orange,Hiro,Android,4,0.5,1700,4.3,2013,
Maxwest,Orbit 4600,Android,4,0.5,1700,4.7,2013,
LG,Optimus L4 II Dual E445,Android,4,0.5,1700,3.8,2013,110
LG,Optimus L4 II E440,Android,4,0.5,1700,3.8,2013,110
Huawei,Ascend G510,Android,4,0.5,1700,4.5,2013,100
LG,Optimus L5 II E460,Android,4,0.5,1700,4,2013,140
LG,Optimus L5 II Dual E455,Android,4,0.5,1700,4,2013,120
Allview,P5 Symbol,Android,4,0.5,1700,4.63,2013,160
Allview,A5 Duo,Android,4,0.5,1700,4,2013,100
Allview,P5 Mini,Android,4,0.5,1700,3.95,2012,90
LG,Optimus L7 P700,Android,4,0.5,1700,4.3,2012,120
Gionee,Ctrl V1,Android,4,0.5,1700,3.95,2013,90
Prestigio,MultiPhone 5400 Duo,Android,4,0.5,1700,4,2013,120
Gionee,Pioneer P3,Android,4,0.5,1700,4.3,2013,90
Gionee,Pioneer P2,Android,4,0.5,1700,4,2013,70
Oppo,R821T FInd Muse,Android,4,0.5,1700,4,2013,290
Archos,45 Titanium,Android,4,0.5,1680,4.5,2013,
Micromax,Bolt Q339,Android,4,0.5,1650,4.5,2015,
Lava,Iris 470,Android,4,0.5,1650,4.5,2015,
HTC,Desire 300,Android,4,0.5,1650,4.3,2013,160
HTC,Desire U,Android,4,0.5,1650,4,2013,150
HTC,Desire Q,Android,4,0.5,1650,4,2013,
ZTE,V889M,Android,4,0.5,1650,4,2012,100
ZTE,N880E,Android,4,0.5,1650,4,2012,
Samsung,Galaxy I8250,Android,4,0.5,1650,4,2012,150
HTC,Desire VT,Android,4,0.5,1650,4,2012,200
HTC,Desire VC,Android,4,0.5,1650,4,2012,150
HTC,Desire V,Android,4,0.5,1650,4,2012,160
Samsung,Rugby Smart I847,Android,4,0.5,1650,3.7,2012,170
ZTE,V880E,Android,4,0.5,1650,4,2012,180
Acer,Liquid Z4,Android,4,0.5,1630,4,2014,100
Micromax,Bolt D320,Android,4,0.5,1600,4.5,2015,
Icemobile,Prime 5.0,Android,4,0.5,1600,5,2015,
Celkon,Campus Prime,Android,4,0.5,1600,4.5,2015,
Gionee,Pioneer P2S,Android,4,0.5,1600,4,2014,
Intex,Aqua 4.5E,Android,4,0.5,1600,4.5,2014,
BLU,Amour,Android,4,0.5,1600,4,2013,100
ZTE,Blade C V807,Android,4,0.5,1600,4,2013,130
BLU,Advance 4.0,Android,4,0.5,1600,4,2013,80
ZTE,Blade III,Android,4,0.5,1600,4,2012,190
Micromax,A90s,Android,4,0.5,1600,4.3,2012,190
Allview,P4 Duo,Android,4,0.5,1600,4.3,2012,180
BLU,Vivo 4.3,Android,4,0.5,1600,4.3,2012,170
Micromax,A90,Android,4,0.5,1600,4.3,2012,200
ZTE,Skate Acqua,Android,4,0.5,1600,4,2012,
ZTE,Orbit,Windows Phone,4,0.5,1600,4,2012,230
Allview,P4 AllDro,Android,4,0.5,1600,4.3,2012,200
ZTE,Warp,Android,4,0.5,1600,4.3,2011,
Motorola,PRO+,Android,4,0.5,1600,3.1,2011,220
NIU,Andy 5EI,Android,4,0.5,1550,5,2014,
Icemobile,Prime 4.0,Android,4,0.5,1550,3.97,2014,
Yezz,Andy 5EI,Android,4,0.5,1550,5,2014,
Icemobile,Prime 4.5,Android,4,0.5,1550,4.46,2014,
Yezz,Andy A4E,Android,4,0.5,1550,4,2013,
Huawei,Ascend G330D U8825D,Android,4,0.5,1550,4,2012,110
Gigabyte,GSmart G1362,Android,4,0.5,1550,4.3,2012,210
LG,L35,Android,4,0.5,1540,3.2,2014,
LG,L30,Android,4,0.5,1540,3.2,2014,60
LG,L20,Android,4,0.5,1540,3,2014,50
LG,Optimus L1 II Tri E475,Android,4,0.5,1540,3,2014,90
LG,L40 D160,Android,4,0.5,1540,3.5,2014,80
LG,L60,Android,4,0.5,1540,4.3,2014,90
LG,Optimus L2 II E435,Android,4,0.5,1540,3.2,2013,70
LG,Optimus Zone VS410,Android,4,0.5,1540,3.2,2013,60
LG,Optimus L1 II E410,Android,4,0.5,1540,3,2013,60
LG,Optimus L5 Dual E615,Android,4,0.5,1540,4,2012,110
LG,L45 Dual X132,Android,4,0.5,1540,3.5,2014,
Sony,Xperia E dual,Android,4,0.5,1530,3.5,2012,100
Sony,Xperia E,Android,4,0.5,1530,3.5,2012,80
Oppo,R811 Real,Android,4,0.5,1520,3.5,2012,150
LG,Optimus Elite LS696,Android,4,0.5,1520,3.5,2012,110
Nokia,X,Android,4,0.5,1500,4,2014,100
alcatel,Pixi 4 (4),Android,4,0.5,1500,4,2016,60
Samsung,Galaxy V Plus,Android,4,0.5,1500,4,2015,70
Intex,Aqua Y2 Remote,Android,4,0.5,1500,4,2015,
Lenovo,A1900,Android,4,0.5,1500,4,2015,60
Lava,Iris 410,Android,4,0.5,1500,4,2014,
Samsung,Galaxy V,Android,4,0.5,1500,4,2014,80
Prestigio,MultiPhone 5451 Duo,Android,4,0.5,1500,4.5,2014,120
Prestigio,MultiPhone 5450 Duo,Android,4,0.5,1500,4.5,2014,120
Celkon,Campus Crown Q40,Android,4,0.5,1500,4,2014,
Lenovo,A319,Android,4,0.5,1500,4,2014,70
ZTE,Zinger,Android,4,0.5,1500,3.5,2014,
Lava,3G 415,Android,4,0.5,1500,4,2014,
Plum,Check Plus,Android,4,0.5,1500,4.5,2014,
Huawei,Ascend Y330,Android,4,0.5,1500,4,2014,70
Allview,A6 Quad,Android,4,0.5,1500,4,2014,130
Samsung,Galaxy Ace 4,Android,4,0.5,1500,4,2014,220
Celkon,Campus Buddy A404,Android,4,0.5,1500,4,2014,
Samsung,Galaxy Ace NXT,Android,4,0.5,1500,4,2014,90
XOLO,Q500s IPS,Android,4,0.5,1500,4,2014,
Samsung,Galaxy S Duos 3,Android,4,0.5,1500,4,2014,100
Samsung,Galaxy Ace Style,Android,4,0.5,1500,4,2014,120
Micromax,A74 Canvas Fun,Android,4,0.5,1500,4.5,2013,90
Micromax,A63 Canvas Fun,Android,4,0.5,1500,4,2013,60
Samsung,Galaxy Fresh S7390,Android,4,0.5,1500,4,2013,120
Samsung,Galaxy Star Pro S7260,Android,4,0.5,1500,4,2013,90
XOLO,A500L,Android,4,0.5,1500,4,2013,80
Yezz,Andy A4.5,Android,4,0.5,1500,4.5,2013,
Gigabyte,GSmart Tuku T2,Android,4,0.5,1500,4,2013,
XOLO,X500,Android,4,0.5,1500,3.5,2013,100
alcatel,One Touch Star,Android,4,0.5,1500,4,2013,220
Lava,3G 402+,Android,4,0.5,1500,4,2013,70
Acer,Liquid Z3,Android,4,0.5,1500,3.5,2013,100
BLU,Dash Music 4.0,Android,4,0.5,1500,4,2013,80
Gigabyte,GSmart Rio R1,Android,4,0.5,1500,4,2013,150
ZTE,Director,Android,4,0.5,1500,3.5,2013,150
Lenovo,A390,Android,4,0.5,1500,4,2013,70
Lenovo,A660,Android,4,0.5,1500,4,2012,190
Sony,Xperia miro,Android,4,0.5,1500,3.5,2012,150
LG,Optimus L5 E610,Android,4,0.5,1500,4,2012,120
BLU,Dash 4.0,Android,4,0.5,1500,4,2012,90
Gigabyte,GSmart GS202,Android,4,0.5,1500,4.3,2012,110
Huawei,Ascend G330,Android,4,0.5,1500,4,2012,110
LG,Marquee LS855,Android,4,0.5,1500,4,2011,90
Samsung,M220L Galaxy Neo,Android,4,0.5,1500,3.5,2011,80
Garmin-Asus,A10,Android,4,0.5,1500,3.2,2010,310
Gionee,Ctrl V2,Android,4,0.5,1500,3.5,2013,60
Prestigio,MultiPhone 4040 Duo,Android,4,0.5,1500,4,2013,100
Prestigio,MultiPhone 4322 Duo,Android,4,0.5,1500,4.3,2013,120
Prestigio,MultiPhone 4044 Duo,Android,4,0.5,1500,4,2013,100
Vodafone,Smart III 975,Android,4,0.5,1500,4,2013,110
Prestigio,MultiPhone 3400 Duo,Android,4,0.5,1500,4,2013,90
Archos,40 Titanium,Android,4,0.5,1500,4,2013,
alcatel,OT-992D,Android,4,0.5,1500,4,2012,
alcatel,View,Windows Phone,4,0.5,1500,4,2014,
alcatel,Pixi First,Android,4,0.5,1450,4,2015,
BLU,Dash L,Android,4,0.5,1450,4,2015,
Micromax,Bolt S302,Android,4,0.5,1450,4,2015,
Micromax,Bolt Q324,Android,4,0.5,1450,4,2015,60
Yezz,Andy 4E LTE,Android,4,0.5,1450,4,2015,
BLU,Dash C Music,Android,4,0.5,1450,4,2014,
Lava,Iris 250,Android,4,0.5,1450,4,2014,
Plum,Axe II,Android,4,0.5,1450,4,2013,
Nokia,Lumia 530 Dual SIM,Windows Phone,4,0.5,1430,4,2014,100
Nokia,Lumia 530,Windows Phone,4,0.5,1430,4,2014,100
Allview,Impera M,Windows Phone,4,0.5,1420,4,2014,90
Karbonn,A9+,Android,4,0.5,1420,4,2012,120
Karbonn,A15,Android,4,0.5,1420,4,2012,80
alcatel,Pixi 3 (4),Android,4,0.5,1400,4,2015,50
alcatel,Pixi 3 (4.5),Android,4,0.5,1400,4.5,2015,60
Vodafone,Smart first 7,Android,4,0.5,1400,3.5,2016,30
BLU,Dash L2,Android,4,0.5,1400,4,2016,
ZTE,Blade L110,Android,4,0.5,1400,4,2016,70
Maxwest,Astro X4,Android,4,0.5,1400,4,2016,
Yezz,Andy 4EI2,Android,4,0.5,1400,4,2015,
Vodafone,Smart first 6,Android,4,0.5,1400,4,2015,60
NIU,Andy 4E2I,Android,4,0.5,1400,4,2015,
Yezz,Andy 4E2I,Android,4,0.5,1400,4,2015,
Icemobile,Prime 4.0 Plus,Android,4,0.5,1400,,2015,
Yezz,Andy 4E3I,Android,4,0.5,1400,4,2015,
alcatel,Evolve 2,Android,4,0.5,1400,4,2014,60
BLU,Life Play Mini,Android,4,0.5,1400,4,2014,70
Maxwest,Astro 4,Android,4,0.5,1400,4,2014,
Celkon,Campus Whizz Q42,Android,4,0.5,1400,4,2014,80
Philips,S308,Android,4,0.5,1400,4,2014,130
XOLO,A500S Lite,Android,4,0.5,1400,4,2014,60
verykool,s401,Android,4,0.5,1400,4,2014,
Allview,C5 Smiley,Android,4,0.5,1400,4,2014,80
XOLO,A550S IPS,Android,4,0.5,1400,4,2014,
XOLO,A500 Club,Android,4,0.5,1400,4,2014,80
verykool,s353,Android,4,0.5,1400,3.5,2014,
Archos,40b Titanium,Android,4,0.5,1400,4,2014,120
Lava,Iris 360 Music,Android,4,0.5,1400,3.5,2014,
alcatel,Pop D3,Android,4,0.5,1400,4,2014,130
Lava,Iris 400s,Android,4,0.5,1400,4,2014,
Lava,Iris 404 Flair,Android,4,0.5,1400,4,2014,
Gigabyte,GSmart T4,Android,4,0.5,1400,4,2014,100
Vodafone,Smart 4 mini,Android,4,0.5,1400,4,2014,50
alcatel,Evolve,Android,4,0.5,1400,4,2013,70
Maxwest,Orbit 4400,Android,4,0.5,1400,4,2013,
Yezz,Andy A4M,Android,4,0.5,1400,4,2013,
Yezz,Andy A4,Android,4,0.5,1400,4,2013,
XOLO,A500S IPS,Android,4,0.5,1400,4,2013,120
alcatel,One Touch S'Pop,Android,4,0.5,1400,3.5,2013,100
alcatel,One Touch M'Pop,Android,4,0.5,1400,4,2013,140
XOLO,A500S,Android,4,0.5,1400,4,2013,120
Huawei,Fusion 2 U8665,Android,4,0.5,1400,3.5,2012,50
Plum,Axe,Android,4,0.5,1400,4,2012,
Huawei,Ascend Y201 Pro,Android,4,0.5,1400,3.5,2012,110
ZTE,Tania,Windows Phone,4,0.5,1400,4.3,2011,210
Huawei,Ascend G300,Android,4,0.5,1350,4,2012,130
Plum,Trigger Pro,Android,4,0.5,1350,3.5,2014,
Karbonn,A16,Android,4,0.5,1350,3.9,2014,60
Huawei,Ascend Y221,Android,4,0.5,1350,3.5,2014,130
Huawei,Ascend Y320,Android,4,0.5,1350,4,2013,100
alcatel,Pixi 4 (3.5),Android,4,0.5,1300,3.5,2016,
BLU,Advance 4.0 L2,Android,4,0.5,1300,4,2016,
Gigabyte,GSmart Essence 4,Android,4,0.5,1300,4,2015,60
Yezz,Andy 3.5EI2,Android,4,0.5,1300,3.5,2015,
BLU,Advance 4.0 L,Android,4,0.5,1300,4,2015,
Acer,Liquid M220,Windows Phone,4,0.5,1300,4,2015,80
Micromax,Bolt D303,Android,4,0.5,1300,4,2015,
alcatel,Pixi 3 (3.5),Android,4,0.5,1300,3.5,2015,
NIU,Andy 3.5E2I,Android,4,0.5,1300,3.5,2015,
Yezz,Andy 3.5E2I,Android,4,0.5,1300,3.5,2015,
Wiko,Sunset2,Android,4,0.5,1300,4,2015,
alcatel,Pixi 2,Android,4,0.5,1300,3.5,2014,80
Micromax,Bolt A066,Android,4,0.5,1300,3.5,2014,
Yezz,Andy 3.5EI,Android,4,0.5,1300,3.5,2014,
verykool,s352,Android,4,0.5,1300,3.5,2014,
Acer,Liquid Z200,Android,4,0.5,1300,4,2014,90
Samsung,Galaxy Young 2,Android,4,0.5,1300,3.5,2014,100
Samsung,Galaxy Star 2,Android,4,0.5,1300,3.5,2014,120
Yezz,Billy 4,Windows Phone,4,0.5,1300,4,2014,
alcatel,Pop C2,Android,4,0.5,1300,4,2014,40
Gigabyte,GSmart T4 (Lite Edition),Android,4,0.5,1300,4,2014,
Samsung,Galaxy Star Trios S5283,Android,4,0.5,1300,3.14,2014,120
Micromax,Bolt A067,Android,4,0.5,1300,4,2014,60
alcatel,Pop D1,Android,4,0.5,1300,3.5,2014,80
Lenovo,A316i,Android,4,0.5,1300,4,2014,50
alcatel,Pop C3,Android,4,0.5,1300,4,2013,80
alcatel,Pop C1,Android,4,0.5,1300,3.5,2013,70
Panasonic,T31,Android,4,0.5,1300,4,2013,70
Acer,Liquid Z2,Android,4,0.5,1300,3.5,2013,100
Samsung,Galaxy Fame S6810,Android,4,0.5,1300,3.5,2013,120
Samsung,Galaxy Music Duos S6012,Android,4,0.5,1300,3,2012,100
Samsung,Galaxy Music S6010,Android,4,0.5,1300,3,2012,100
Samsung,Galaxy Discover S730M,Android,4,0.5,1300,3.5,2012,80
Samsung,Galaxy Ace Advance S6800,Android,4,0.5,1300,3.5,2012,110
Samsung,Galaxy Appeal I827,Android,4,0.5,1300,3.2,2012,120
LG,Optimus M+ MS695,Android,4,0.5,1300,3.5,2012,100
Samsung,Galaxy mini 2 S6500,Android,4,0.5,1300,3.27,2012,90
T-Mobile,G2,Android,4,0.5,1300,3.7,2010,420
BlackBerry,Torch 9800,BlackBerry,4,0.5,1300,3.2,2010,110
HTC,Desire 200,Android,4,0.5,1230,3.5,2013,100
HTC,Desire C,Android,4,0.5,1230,3.5,2012,120
Micromax,Bolt S300,Android,4,0.5,1200,4,2015,60
Micromax,Bolt S301,Android,4,0.5,1200,3.5,2015,40
ZTE,Blade G,Android,4,0.5,1200,4,2015,70
verykool,s3504 Mystic II,Android,4,0.5,1200,3.5,2015,
Samsung,Galaxy Pocket 2,Android,4,0.5,1200,3.3,2014,100
Plum,Axe Plus,Android,4,0.5,1200,4,2014,
verykool,s354,Android,4,0.5,1200,3.5,2014,60
Icemobile,Prime 3.5,Android,4,0.5,1200,3.5,2014,
NIU,Tek 4D2,Android,4,0.5,1200,4,2014,
Samsung,Galaxy Pocket Neo S5310,Android,4,0.5,1200,3,2013,90
Samsung,Galaxy Star S5280,Android,4,0.5,1200,3,2013,70
Samsung,Galaxy Pocket plus S5301,Android,4,0.5,1200,2.8,2012,90
Unnecto,Drone XS,Android,4,0.5,1100,3.5,2016,
Yezz,Andy 3.5EI3,Android,4,0.5,1100,3.5,2015,
Maxwest,Orbit 3000,Android,4,0.5,1100,3.5,2013,
alcatel,Pop Fit,Android,4,0.5,1000,2.8,2014,90
Allview,AX4 Nano,Android,4,0.5,,7,2014,
Sony,SmartWatch 3 SWR50,Android,4,0.5,420,1.6,2014,160
Allview,Viva D8,Android,4,0.5,4000,7.9,2014,
Prestigio,MultiPad 7.0 Ultra + New,Android,4,0.5,3200,7,2013,70
BLU,Touchbook G7,Android,4,0.5,3000,7,2015,
Allview,AX3 Party,Android,4,0.5,3000,7,2013,
Prestigio,MultiPad 7.0 Prime 3G,Android,4,0.5,3000,7,2013,
Prestigio,MultiPad 7.0 Ultra,Android,4,0.5,3000,7,2013,130
Prestigio,MultiPad 7.0 Pro,Android,4,0.5,3000,7,2013,
Prestigio,MultiPad 7.0 Prime Duo 3G,Android,4,0.5,3000,7,2013,
BLU,Tank Xtreme 4.0,Android,4,0.5,2800,4,2017,
Icemobile,G7 Pro,Android,4,0.5,2800,7,2014,
Prestigio,MultiPad 7.0 Prime +,Android,4,0.5,2500,7,2013,
Prestigio,MultiPad 7.0 Prime,Android,4,0.5,2500,7,2013,
BLU,Win JR LTE,Windows Phone,4,0.5,2000,4.5,2015,
HTC,Windows Phone 8S,Windows Phone,4,0.5,1700,4,2012,150
